project,className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
checkstyle,org.checkstyle.checks.importorder.InputFromAndroid,false,false,false,false,false,true,false,false,57,0,0,1.0,0,0.0,35,0,0,0,0
checkstyle,org.checkstyle.checks.importorder.InputFromTwitter,false,false,false,false,false,true,false,false,35,0,0,1.0,0,0.0,14,0,0,0,0
checkstyle,org.checkstyle.checks.importorder.InputFromSpotify,false,false,false,false,false,false,false,false,29,0,0,1.0,0,0.0,8,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.declarationorder.SuppressionXpathRegressionDeclarationOne,false,false,false,false,false,false,false,false,6,0,0,1.0,0,0.0,0,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.declarationorder.SuppressionXpathRegressionDeclarationTwo,false,false,false,false,false,false,false,false,7,2,0,-2.0,0,0.0,0,0,2,2,2
checkstyle,org.checkstyle.suppressionxpathfilter.fallthrough.SuppressionXpathRegressionExplicitTwo,false,false,false,false,false,false,false,false,15,0,0,1.0,0,0.0,0,0,4,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.fallthrough.SuppressionXpathRegressionExplicitOne,false,false,false,false,false,false,false,false,14,0,0,1.0,0,0.0,0,0,4,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.onestatementperline.SuppressionXpathRegressionOneStatementPerLineOne,false,false,false,false,false,false,false,false,5,0,0,1.0,0,0.0,0,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.onestatementperline.SuppressionXpathRegressionOneStatementPerLineTwo,false,false,false,false,false,false,false,false,11,0,0,1.0,0,0.0,0,0,2,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.rightcurly.SuppressionXpathRegressionRightCurlyTwo,false,false,false,false,false,false,false,false,11,0,0,1.0,0,0.0,2,0,2,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.rightcurly.SuppressionXpathRegressionRightCurlyThree,false,false,false,false,false,false,false,false,7,0,0,1.0,0,0.0,0,1,2,2,1
checkstyle,org.checkstyle.suppressionxpathfilter.rightcurly.SuppressionXpathRegressionRightCurlyOne,false,false,false,false,false,false,false,false,13,0,0,1.0,0,0.0,0,0,4,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.rightcurly.SuppressionXpathRegressionRightCurlyFour,false,false,false,false,false,false,false,false,10,0,0,1.0,0,0.0,0,2,2,3,1
checkstyle,org.checkstyle.suppressionxpathfilter.nestedtrydepth.SuppressionXpathRegressionNestedTryDepth,false,false,false,false,false,false,false,false,13,0,0,1.0,0,0.0,0,0,2,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.requirethis.SuppressionXpathRegressionRequireThisTwo,false,false,false,false,false,false,false,false,11,0,0,0.0,0,0.0,0,1,2,3,2
checkstyle,org.checkstyle.suppressionxpathfilter.requirethis.SuppressionXpathRegressionRequireThisOne,false,false,false,false,false,false,false,false,9,0,0,1.0,0,0.0,0,0,1,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.npathcomplexity.SuppressionXpathRegressionNPathComplexityTwo,false,false,false,false,false,false,false,false,13,0,0,1.0,0,0.0,0,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.npathcomplexity.SuppressionXpathRegressionNPathComplexityOne,false,false,false,false,false,false,false,false,13,0,0,1.0,0,0.0,0,0,4,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.importcontrol.SuppressionXpathRegressionImportControlFour,false,false,false,false,false,false,false,false,10,0,0,1.0,0,0.0,3,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.importcontrol.SuppressionXpathRegressionImportControlTwo,false,false,false,false,false,false,false,false,6,0,0,1.0,0,0.0,1,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.importcontrol.SuppressionXpathRegressionImportControlThree,false,false,false,false,false,false,false,false,4,0,0,1.0,0,0.0,0,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.importcontrol.SuppressionXpathRegressionImportControlOne,false,false,false,false,false,false,false,false,7,0,0,1.0,0,0.0,1,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.nestedfordepth.SuppressionXpathRegressionNestedForDepth,false,false,false,false,false,false,false,false,13,0,0,1.0,0,0.0,0,0,2,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.outertypenumber.SuppressionXpathRegressionOuterTypeNumber,false,false,false,false,false,false,false,false,30,0,0,1.0,0,0.0,0,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.defaultcomeslast.SuppressionXpathRegressionDefaultComesLastTwo,false,false,false,false,false,false,false,false,22,0,0,1.0,0,0.0,0,0,3,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.defaultcomeslast.SuppressionXpathRegressionDefaultComesLastOne,false,false,false,false,false,false,false,false,13,0,0,1.0,0,0.0,0,0,3,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.javadocvariable.SuppressionXpathRegressionJavadocVariableTwo,false,false,false,false,false,false,false,false,8,0,0,1.0,0,0.0,0,0,0,0,0
checkstyle,org.checkstyle.suppressionxpathfilter.javadocvariable.SuppressionXpathRegressionJavadocVariableOne,false,false,false,false,false,false,false,false,10,1,0,1.0,0,0.0,0,0,1,1,1
checkstyle,org.checkstyle.suppressionxpathfilter.illegalthrows.SuppressionXpathRegressionIllegalThrowsTwo,false,false,false,false,false,false,false,false,11,0,0,-2.0,0,0.0,0,0,4,2,2
checkstyle,org.checkstyle.suppressionxpathfilter.illegalthrows.SuppressionXpathRegressionIllegalThrowsOne,false,false,false,false,false,false,false,false,7,0,0,1.0,0,0.0,0,0,2,1,1
