project,className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
closure-compiler,com.google.debugging.sourcemap.Base64VLQ,false,false,false,false,false,false,false,false,114,1,0,-0.16666666666666666,0,1.0,1,6,16,11,5
closure-compiler,com.google.debugging.sourcemap.FilePosition,false,false,false,false,false,false,false,false,49,1,0,0.0,0,0.0,0,0,5,3,3
closure-compiler,com.google.debugging.sourcemap.SourceMapGenerator,false,false,false,false,false,false,false,false,110,0,0,-0.3333333333333333,0,0.0,3,0,16,8,8
closure-compiler,com.google.debugging.sourcemap.SourceMapGeneratorV3,false,false,false,true,true,true,false,true,1004,2,1,0.08994708994708994,2,0.5,13,94,91,123,29
closure-compiler,com.google.debugging.sourcemap.SourceMapSection,false,false,false,false,false,false,false,false,95,1,2,0.7142857142857143,2,0.0,0,0,20,8,8
closure-compiler,com.google.debugging.sourcemap.SourceMapSupplier,false,false,false,false,false,false,false,false,36,0,0,1.0,0,0.0,1,0,3,1,1
closure-compiler,com.google.debugging.sourcemap.SourceMapObject,false,false,false,false,false,false,false,false,178,1,0,-0.01818181818181818,0,0.0,2,0,23,12,12
closure-compiler,com.google.debugging.sourcemap.SourceMapConsumerV3,false,false,false,false,false,true,false,true,689,1,1,0.14285714285714285,1,0.6875,14,79,52,94,15
closure-compiler,com.google.debugging.sourcemap.SourceMapping,false,false,false,false,false,false,false,false,35,0,0,1.0,0,0.0,1,0,3,1,1
closure-compiler,com.google.debugging.sourcemap.SourceMapObjectParser,false,false,false,false,false,false,false,true,110,0,0,-0.16666666666666666,0,0.75,9,44,20,49,5
closure-compiler,com.google.debugging.sourcemap.SourceMapParseException,false,false,false,false,false,false,false,false,26,0,0,1.0,0,0.0,0,0,1,1,1
closure-compiler,com.google.debugging.sourcemap.SourceMapGeneratorFactory,false,false,false,false,false,false,false,false,37,0,0,-2.0,0,0.0,0,0,6,2,2
closure-compiler,com.google.debugging.sourcemap.Base64,false,false,false,false,false,false,false,false,81,4,0,-0.6666666666666666,0,1.0,1,1,8,5,4
