project,className,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,csm_LOC,csm_LCOM5,csm_TCC,csm_Connectivity,csm_LCC,csm_ICH,csm_CBO,csm_MPC,csm_McCabe,csm_RFC,csm_WMC
commons-math,org.apache.commons.math3.userguide.ClusterAlgorithmComparison,false,false,false,false,false,true,false,false,304,0,0,-0.26666666666666666,2,1.0,33,23,22,30,7
commons-math,org.apache.commons.math3.userguide.RealDistributionComparison,false,false,false,false,false,true,false,true,309,0,0,-0.16666666666666666,1,0.21428571428571427,39,40,15,45,5
commons-math,org.apache.commons.math3.userguide.LowDiscrepancyGeneratorComparison,false,false,false,false,false,true,false,false,253,0,0,-0.3333333333333333,1,1.0,26,17,13,21,4
commons-math,org.apache.commons.math3.userguide.ExampleUtils,false,false,false,false,false,true,false,true,104,0,0,-0.16666666666666666,8,1.0,15,45,16,50,5
commons-math,org.apache.commons.math3.userguide.FastMathTestPerformance,false,true,false,true,true,false,false,true,1087,25,0,0.05583308845136644,0,0.6,2,213,229,297,84
commons-math,org.apache.commons.math3.userguide.filter.CannonballExample,false,false,false,false,false,true,false,true,321,0,0,-0.3333333333333333,0,0.6666666666666666,30,42,7,46,4
commons-math,org.apache.commons.math3.userguide.filter.ConstantVoltageExample,false,false,false,false,false,true,false,true,240,0,0,-0.3333333333333333,0,0.2857142857142857,30,37,7,41,4
commons-math,org.apache.commons.math3.userguide.geometry.GeometryExample,false,false,false,false,false,true,false,true,280,0,0,-0.19047619047619047,1,1.0,36,38,19,46,8
commons-math,org.apache.commons.math3.userguide.genetics.HelloWorldExample,false,false,false,false,false,true,false,false,187,0,0,0.0,0,1.3333333333333333,19,22,15,27,5
commons-math,org.apache.commons.math3.userguide.genetics.RandomPolygonMutation,false,false,false,false,false,false,false,false,49,0,0,0.0,0,1.0,4,4,6,6,2
commons-math,org.apache.commons.math3.userguide.genetics.Polygon,false,false,false,false,false,false,false,false,121,0,1,1.0,1,0.0,6,10,11,13,3
commons-math,org.apache.commons.math3.userguide.genetics.ImageEvolutionExample,false,false,false,false,false,true,false,false,230,0,0,-2.0,0,0.0,25,7,8,10,3
commons-math,org.apache.commons.math3.userguide.genetics.PolygonChromosome,false,false,false,false,false,false,false,false,135,8,0,-0.1388888888888889,0,0.5,10,19,24,29,10
commons-math,org.apache.commons.math3.userguide.sofm.ChineseRings,false,false,false,false,false,false,false,false,109,0,0,0.0,0,0.0,5,5,5,7,2
commons-math,org.apache.commons.math3.userguide.sofm.ChineseRingsClassifier,false,false,false,false,false,true,false,false,335,2,1,0.29239766081871343,1,2.125,22,49,51,69,20
commons-math,org.apache.commons.math3.optimization.PointValuePair,false,false,false,false,false,false,false,false,128,5,0,-0.6666666666666666,0,0.0,2,6,10,11,5
commons-math,org.apache.commons.math3.optimization.Weight,false,false,false,false,false,false,false,false,68,0,1,1.0,1,0.0,3,4,6,7,3
commons-math,org.apache.commons.math3.optimization.ConvergenceChecker,false,false,false,false,false,false,false,false,57,0,0,1.0,0,0.0,0,0,3,1,1
commons-math,org.apache.commons.math3.optimization.DifferentiableMultivariateVectorMultiStartOptimizer,false,false,false,false,false,false,false,false,53,0,0,1.0,0,0.0,2,0,3,1,1
commons-math,org.apache.commons.math3.optimization.SimpleVectorValueChecker,false,false,false,false,false,false,false,false,145,1,1,1.0,1,0.0,2,5,13,9,4
commons-math,org.apache.commons.math3.optimization.Target,false,false,false,false,false,false,false,false,50,0,0,0.0,0,0.0,0,2,3,4,2
commons-math,org.apache.commons.math3.optimization.BaseMultivariateSimpleBoundsOptimizer,false,false,false,false,false,false,false,false,65,0,0,1.0,0,0.0,1,0,5,1,1
commons-math,org.apache.commons.math3.optimization.MultivariateMultiStartOptimizer,false,false,false,false,false,false,false,false,52,0,0,1.0,0,0.0,2,0,3,1,1
commons-math,org.apache.commons.math3.optimization.MultivariateDifferentiableVectorOptimizer,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,0,0,0
commons-math,org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizer,false,false,false,false,false,false,false,false,53,0,0,1.0,0,0.0,2,0,3,1,1
commons-math,org.apache.commons.math3.optimization.PointVectorValuePair,false,false,false,false,false,false,false,false,151,7,0,-0.3333333333333333,0,0.0,2,7,14,14,7
commons-math,org.apache.commons.math3.optimization.AbstractConvergenceChecker,false,false,false,false,false,false,false,false,102,1,1,0.16666666666666666,1,0.0,1,0,9,5,5
commons-math,org.apache.commons.math3.optimization.DifferentiableMultivariateVectorOptimizer,false,false,false,false,false,false,false,false,32,0,0,1.0,0,0.0,1,0,0,0,0
commons-math,org.apache.commons.math3.optimization.OptimizationData,false,false,false,false,false,false,false,false,30,0,0,1.0,0,0.0,0,0,0,0,0
commons-math,org.apache.commons.math3.optimization.BaseMultivariateOptimizer,false,false,false,false,false,false,false,false,61,0,0,1.0,0,0.0,1,0,5,1,1
commons-math,org.apache.commons.math3.optimization.BaseMultivariateVectorMultiStartOptimizer,false,false,false,false,false,false,false,false,205,1,0,0.10714285714285714,0,0.6153846153846154,9,13,34,22,9
commons-math,org.apache.commons.math3.optimization.MultivariateDifferentiableMultiStartOptimizer,false,false,false,false,false,false,false,false,52,0,0,1.0,0,0.0,2,0,3,1,1
commons-math,org.apache.commons.math3.optimization.MultivariateDifferentiableOptimizer,false,false,false,false,false,false,false,false,37,0,0,1.0,0,0.0,1,0,0,0,0
commons-math,org.apache.commons.math3.optimization.SimplePointChecker,false,false,false,false,false,false,false,false,145,1,1,1.0,1,0.0,3,5,13,9,4
commons-math,org.apache.commons.math3.optimization.BaseOptimizer,false,false,false,false,false,false,false,false,61,0,0,-2.0,0,0.0,0,0,8,3,3
commons-math,org.apache.commons.math3.optimization.SimpleBounds,false,false,false,false,false,false,false,false,63,1,0,0.0,1,0.0,0,3,5,6,3
commons-math,org.apache.commons.math3.optimization.DifferentiableMultivariateOptimizer,false,false,false,false,false,false,false,false,37,0,0,1.0,0,0.0,1,0,0,0,0
commons-math,org.apache.commons.math3.optimization.InitialGuess,false,false,false,false,false,false,false,false,48,0,0,0.0,0,0.0,0,2,3,4,2
commons-math,org.apache.commons.math3.optimization.SimpleValueChecker,false,false,false,false,false,false,false,false,136,1,1,1.0,1,0.0,2,5,13,9,4
commons-math,org.apache.commons.math3.optimization.BaseMultivariateMultiStartOptimizer,false,false,false,false,false,false,false,false,193,1,0,0.09523809523809523,0,0.6666666666666666,8,11,30,19,8
commons-math,org.apache.commons.math3.optimization.LeastSquaresConverter,false,false,false,false,false,false,false,false,182,0,1,1.0,1,1.0,4,7,19,11,4
